total,hp,attack,defense,sp_atk,sp_def,speed,name,classe
567,75,140,65,112,65,110,Archeops,cluster3
329,50,50,62,40,62,65,Trubbish,cluster2
474,80,95,82,60,82,75,Garbodor,cluster1
330,40,65,40,80,40,65,Zorua,cluster2
510,60,105,60,120,60,105,Zoroark,cluster3
300,55,50,40,40,40,75,Minccino,cluster2
470,75,95,60,65,60,115,Cinccino,cluster0
290,45,30,50,55,65,45,Gothita,cluster2
390,60,45,70,75,85,55,Gothorita,cluster0
490,70,55,95,95,110,65,Gothitelle,cluster0
290,45,30,40,105,50,20,Solosis,cluster2
370,65,40,50,125,60,30,Duosion,cluster0
490,110,65,75,125,85,30,Reuniclus,ruido
305,62,44,50,44,50,55,Ducklett,cluster2
473,75,87,63,87,63,98,Swanna,cluster0
305,36,50,50,65,60,44,Vanillite,cluster2
395,51,65,65,80,75,59,Vanillish,cluster0
535,71,95,85,110,95,79,Vanilluxe,cluster3
335,60,60,50,40,50,75,Deerling,cluster2
475,80,100,70,60,70,95,Sawsbuck,cluster1
428,55,75,60,75,60,103,Emolga,cluster0
315,50,75,45,40,45,60,Karrablast,cluster2
495,70,135,105,60,105,20,Escavalier,cluster1
294,69,55,45,55,55,15,Foongus,cluster2
464,114,85,70,85,80,30,Amoonguss,cluster0
335,55,40,50,65,85,40,Frillish,cluster2
480,100,60,70,85,105,60,Jellicent,cluster0
470,165,75,80,40,45,65,Alomomola,ruido
319,50,47,50,57,50,65,Joltik,cluster2
472,70,77,60,97,60,108,Galvantula,cluster0
305,44,50,91,24,86,10,Ferroseed,cluster2
489,74,94,131,54,116,20,Ferrothorn,cluster1
300,40,55,70,45,60,30,Klink,cluster2
440,60,80,95,70,85,50,Klang,cluster0
520,60,100,115,70,85,90,Klinklang,cluster1
275,35,55,40,45,40,60,Tynamo,cluster2
405,65,85,70,75,70,40,Eelektrik,cluster0
515,85,115,80,105,80,50,Eelektross,ruido
335,55,55,55,85,55,30,Elgyem,cluster2
485,75,75,75,125,95,40,Beheeyem,cluster3
275,50,30,55,65,55,20,Litwick,cluster2
370,60,40,60,95,60,55,Lampent,cluster0
520,60,55,90,145,90,80,Chandelure,cluster3
320,46,87,60,30,40,57,Axew,cluster2
410,66,117,70,40,50,67,Fraxure,cluster1
540,76,147,90,60,70,97,Haxorus,cluster1
305,55,70,40,60,40,40,Cubchoo,cluster2
505,95,130,80,70,80,50,Beartic,cluster1
515,80,50,50,95,135,105,Cryogonal,ruido
305,50,40,85,40,65,25,Shelmet,cluster2
495,80,70,40,100,60,145,Accelgor,cluster3
471,109,66,84,81,99,32,Stunfisk,cluster0
350,45,85,50,55,50,65,Mienfoo,cluster2
510,65,125,60,95,60,105,Mienshao,cluster3
485,77,120,90,60,90,48,Druddigon,cluster1
303,59,74,50,35,50,35,Golett,cluster2
483,89,124,80,55,80,55,Golurk,cluster1
340,45,85,70,40,40,60,Pawniard,cluster2
490,65,125,100,60,70,70,Bisharp,cluster1
490,95,110,95,40,95,55,Bouffalant,cluster1
350,70,83,50,37,50,60,Rufflet,cluster2
510,100,123,75,57,75,80,Braviary,cluster1
370,70,55,75,45,65,60,Vullaby,cluster2
510,110,65,105,55,95,80,Mandibuzz,ruido
484,85,97,66,105,66,65,Heatmor,ruido
484,58,109,112,48,48,109,Durant,cluster1
300,52,65,50,45,50,38,Deino,cluster2
420,72,85,70,65,70,58,Zweilous,cluster0
600,92,105,90,125,90,98,Hydreigon,cluster3
360,55,85,55,50,55,60,Larvesta,cluster2
550,85,60,65,135,105,100,Volcarona,cluster3
580,91,90,129,90,72,108,Cobalion,cluster3
580,91,129,90,72,90,108,Terrakion,cluster1
580,91,90,72,90,129,108,Virizion,cluster3
580,79,115,70,125,80,111,Tornadus Incarnate Forme,cluster3
580,79,115,70,125,80,111,Thundurus Incarnate Forme,cluster3
680,100,120,100,150,120,90,Reshiram,cluster3
680,100,150,120,120,100,90,Zekrom,cluster3
600,89,125,90,115,80,101,Landorus Incarnate Forme,cluster3
660,125,130,90,130,90,95,Kyurem,cluster3
580,91,72,90,129,90,108,Keldeo Ordinary Form,cluster3
600,100,77,77,128,128,90,Meloetta Aria Forme,cluster3
600,71,120,95,120,95,99,Genesect,cluster3
313,56,61,65,48,45,38,Chespin,cluster2
405,61,78,95,56,58,57,Quilladin,cluster0
530,88,107,122,74,75,64,Chesnaught,cluster1
307,40,45,40,62,60,60,Fennekin,cluster2
409,59,59,58,90,70,73,Braixen,cluster0
534,75,69,72,114,100,104,Delphox,cluster3
314,41,56,40,62,44,71,Froakie,cluster2
405,54,63,52,83,56,97,Frogadier,cluster0
530,72,95,67,103,71,122,Greninja,cluster3
237,38,36,38,32,36,57,Bunnelby,cluster2
423,85,56,77,50,77,78,Diggersby,cluster0
278,45,50,43,40,38,62,Fletchling,cluster2
382,62,73,55,56,52,84,Fletchinder,cluster0
499,78,81,71,74,69,126,Talonflame,cluster0
200,38,35,40,27,25,35,Scatterbug,cluster2
213,45,22,60,27,30,29,Spewpa,cluster2
411,80,52,50,90,50,89,Vivillon,cluster0
369,62,50,58,73,54,72,Litleo,cluster0
507,86,68,72,109,66,106,Pyroar,cluster3
303,44,38,39,61,79,42,Flabébé,cluster2
371,54,45,47,75,98,52,Floette,cluster0
552,78,65,68,112,154,75,Florges,cluster3
350,66,65,48,62,57,52,Skiddo,cluster2
531,123,100,62,97,81,68,Gogoat,cluster3
348,67,82,62,46,48,43,Pancham,cluster2
495,95,124,78,69,71,58,Pangoro,cluster1
472,75,80,60,65,90,102,Furfrou,cluster0
355,62,48,54,63,60,68,Espurr,cluster2
466,74,48,76,83,81,104,Meowstic Male,cluster0
325,45,80,100,35,37,28,Honedge,cluster2
448,59,110,150,45,49,35,Doublade,cluster1
500,60,50,140,50,140,60,Aegislash Shield Forme,ruido
341,78,52,60,63,65,23,Spritzee,cluster2
462,101,72,72,99,89,29,Aromatisse,cluster0
341,62,48,66,59,57,49,Swirlix,cluster2
480,82,80,86,85,75,72,Slurpuff,cluster0
288,53,54,53,37,46,45,Inkay,cluster2
482,86,92,88,68,75,73,Malamar,cluster1
306,42,52,67,39,56,50,Binacle,cluster2
500,72,105,115,54,86,68,Barbaracle,cluster1
320,50,60,60,60,60,30,Skrelp,cluster2
494,65,75,90,97,123,44,Dragalge,cluster0
330,50,53,62,58,63,44,Clauncher,cluster2
500,71,73,88,120,89,59,Clawitzer,cluster3
289,44,38,33,61,43,70,Helioptile,cluster2
481,62,55,52,109,94,109,Heliolisk,ruido
362,58,89,77,45,45,48,Tyrunt,cluster2
521,82,121,119,69,59,71,Tyrantrum,cluster1
362,77,59,50,67,63,46,Amaura,cluster2
521,123,77,72,99,92,58,Aurorus,cluster3
525,95,65,65,110,130,60,Sylveon,cluster3
500,78,92,75,74,63,118,Hawlucha,ruido
431,67,58,57,81,67,101,Dedenne,cluster0
500,50,50,150,50,150,50,Carbink,ruido
300,45,50,35,55,75,40,Goomy,cluster2
452,68,75,53,83,113,60,Sliggoo,cluster0
600,90,100,70,110,150,80,Goodra,cluster3
470,57,80,91,80,87,75,Klefki,cluster0
309,43,70,48,50,60,38,Phantump,cluster2
474,85,110,76,65,82,56,Trevenant,cluster1
335,49,66,70,44,55,51,Pumpkaboo Average Size,cluster2
494,65,90,122,58,75,84,Gourgeist Average Size,cluster1
304,55,69,85,32,35,28,Bergmite,cluster2
514,95,117,184,44,46,28,Avalugg,cluster1
245,40,30,35,45,40,55,Noibat,cluster2
535,85,70,80,97,80,123,Noivern,cluster3
680,126,131,95,131,98,99,Xerneas,cluster3
680,126,131,95,131,98,99,Yveltal,cluster3
600,108,100,121,81,95,95,Zygarde 50% Forme,ruido
600,50,100,150,100,150,50,Diancie,cluster3
600,80,110,60,150,130,70,Hoopa Hoopa Confined,cluster3
600,80,110,120,130,90,70,Volcanion,cluster3
320,68,55,55,50,50,42,Rowlet,cluster2
420,78,75,75,70,70,52,Dartrix,cluster0
530,78,107,75,100,100,70,Decidueye,cluster3
320,45,65,40,60,40,70,Litten,cluster2
420,65,85,50,80,50,90,Torracat,cluster0
530,95,115,90,80,90,60,Incineroar,cluster1
320,50,54,54,66,56,40,Popplio,cluster2
420,60,69,69,91,81,50,Brionne,cluster0
530,80,74,74,126,116,60,Primarina,cluster3
265,35,75,30,30,30,65,Pikipek,cluster2
355,55,85,50,40,50,75,Trumbeak,cluster2
485,80,120,75,75,75,60,Toucannon,cluster1
253,48,70,30,30,30,45,Yungoos,cluster2
418,88,110,60,55,60,45,Gumshoos,cluster1
300,47,62,45,55,45,46,Grubbin,cluster2
400,57,82,95,55,75,36,Charjabug,cluster0
500,77,70,90,145,75,43,Vikavolt,cluster3
338,47,82,57,42,47,63,Crabrawler,cluster2
478,97,132,77,62,67,43,Crabominable,cluster1
476,75,70,70,98,70,93,Oricorio Baile Style,cluster0
304,40,45,40,55,40,84,Cutiefly,cluster2
464,60,55,60,95,70,124,Ribombee,cluster0
280,45,65,40,30,40,60,Rockruff,cluster2
487,75,115,65,55,65,112,Lycanroc Midday Form,cluster1
175,45,20,20,25,25,40,Wishiwashi Solo Form,cluster2
305,50,53,62,43,52,45,Mareanie,cluster2
495,50,63,152,53,142,35,Toxapex,ruido
385,70,100,70,45,55,45,Mudbray,ruido
500,100,125,100,55,85,35,Mudsdale,cluster1
269,38,40,52,40,72,27,Dewpider,cluster2
454,68,70,92,50,132,42,Araquanid,cluster0
250,40,55,35,50,35,35,Fomantis,cluster2
480,70,105,90,80,90,45,Lurantis,cluster1
285,40,35,55,65,75,15,Morelull,cluster2
405,60,45,80,90,100,30,Shiinotic,cluster0
320,48,44,40,71,40,77,Salandit,cluster2
480,68,64,60,111,60,117,Salazzle,ruido
340,70,75,50,45,50,50,Stufful,cluster2
500,120,125,80,55,60,60,Bewear,cluster1
210,42,30,38,30,38,32,Bounsweet,cluster2
290,52,40,48,40,48,62,Steenee,cluster2
510,72,120,98,50,98,72,Tsareena,cluster1
485,51,52,90,82,110,100,Comfey,cluster0
490,90,60,80,90,110,60,Oranguru,cluster0
490,100,120,90,40,60,80,Passimian,cluster1
230,25,35,40,20,30,80,Wimpod,cluster2
530,75,125,140,60,90,40,Golisopod,cluster1
320,55,55,80,70,45,15,Sandygast,cluster2
480,85,75,110,100,75,35,Palossand,cluster0
410,55,60,130,30,130,5,Pyukumuku,ruido
534,95,95,95,95,95,59,Type: Null,cluster3
570,95,95,95,95,95,95,Silvally,cluster3
440,60,60,100,60,100,60,Minior Meteor Form,cluster0
480,65,115,65,75,95,65,Komala,cluster1
485,60,78,135,91,85,36,Turtonator,ruido
435,65,98,63,40,73,96,Togedemaru,ruido
476,55,90,80,50,105,96,Mimikyu,ruido
475,68,105,70,70,70,92,Bruxish,cluster1
485,78,60,85,135,91,36,Drampa,ruido
517,70,131,100,86,90,40,Dhelmise,cluster1
300,45,55,65,45,45,45,Jangmo-o,cluster2
420,55,75,90,65,70,65,Hakamo-o,cluster0
600,75,110,125,100,105,85,Kommo-o,cluster3
570,70,115,85,95,75,130,Tapu Koko,cluster3
570,70,85,75,130,115,95,Tapu Lele,cluster3
570,70,130,115,85,95,75,Tapu Bulu,cluster1
570,70,75,115,95,130,85,Tapu Fini,cluster3
200,43,29,31,29,31,37,Cosmog,cluster2
400,43,29,131,29,131,37,Cosmoem,ruido
680,137,137,107,113,89,97,Solgaleo,cluster3
680,137,113,89,137,107,97,Lunala,cluster3
570,109,53,47,127,131,103,Nihilego,cluster3
570,107,139,139,53,53,79,Buzzwole,cluster1
570,71,137,37,137,37,151,Pheromosa,cluster3
570,83,89,71,173,71,83,Xurkitree,cluster3
570,97,101,103,107,101,61,Celesteela,cluster3
570,59,181,131,59,31,109,Kartana,cluster1
570,223,101,53,97,53,43,Guzzlord,ruido
600,97,107,101,127,89,79,Necrozma,cluster3
600,80,95,115,130,115,65,Magearna,cluster3
600,90,125,80,90,90,125,Marshadow,cluster3
420,67,73,67,73,67,73,Poipole,cluster0
540,73,73,73,127,73,121,Naganadel,cluster3
570,61,131,211,53,101,13,Stakataka,cluster1
570,53,127,53,151,79,107,Blacephalon,cluster3
600,88,112,75,102,80,143,Zeraora,cluster3
300,46,65,65,55,35,34,Meltan,cluster2
600,135,143,143,80,65,34,Melmetal,cluster1
310,50,65,50,40,40,65,Grookey,cluster2
420,70,85,70,55,60,80,Thwackey,cluster0
530,100,125,90,60,70,85,Rillaboom,cluster1
310,50,71,40,40,40,69,Scorbunny,cluster2
420,65,86,60,55,60,94,Raboot,cluster0
530,80,116,75,65,75,119,Cinderace,cluster1
310,50,40,40,70,40,70,Sobble,cluster2
420,65,60,55,95,55,90,Drizzile,cluster0
530,70,85,65,125,65,120,Inteleon,cluster3
275,70,55,55,35,35,25,Skwovet,cluster2
460,120,95,95,55,75,20,Greedent,cluster1
245,38,47,35,33,35,57,Rookidee,cluster2
365,68,67,55,43,55,77,Corvisquire,cluster2
495,98,87,105,53,85,67,Corviknight,cluster1
180,25,20,20,25,45,45,Blipbug,cluster2
335,50,35,80,50,90,30,Dottler,cluster2
505,60,45,110,80,120,90,Orbeetle,cluster0
245,40,28,28,47,52,50,Nickit,cluster2
455,70,58,58,87,92,90,Thievul,cluster0
250,40,40,60,40,60,10,Gossifleur,cluster2
460,60,50,90,80,120,60,Eldegoss,cluster0
270,42,40,55,40,45,48,Wooloo,cluster2
490,72,80,100,60,90,88,Dubwool,ruido
284,50,64,50,38,38,44,Chewtle,cluster2
485,90,115,90,48,68,74,Drednaw,cluster1
270,59,45,50,40,50,26,Yamper,cluster2
490,69,90,60,90,60,121,Boltund,ruido
240,30,40,50,40,50,30,Rolycoly,cluster2
410,80,60,90,60,70,50,Carkol,cluster0
510,110,80,120,80,90,30,Coalossal,cluster1
260,40,40,80,40,40,20,Applin,cluster2
485,70,110,80,95,60,70,Flapple,cluster1
485,110,85,80,100,80,30,Appletun,cluster0
315,52,57,75,35,50,46,Silicobra,cluster2
510,72,107,125,65,70,71,Sandaconda,cluster1
475,70,85,55,85,95,85,Cramorant,cluster0
280,41,63,40,40,30,66,Arrokuda,cluster2
490,61,123,60,60,50,136,Barraskewda,cluster1
242,40,38,35,54,35,40,Toxel,cluster2
502,75,98,70,114,70,75,Toxtricity Amped Form,cluster3
305,50,65,45,50,50,45,Sizzlipede,cluster2
525,100,115,65,90,90,65,Centiskorch,ruido
310,50,68,60,50,50,32,Clobbopus,cluster2
480,80,118,90,70,80,42,Grapploct,cluster1
308,40,45,45,74,54,50,Sinistea,cluster2
508,60,65,65,134,114,70,Polteageist,cluster3
265,42,30,45,56,53,39,Hatenna,cluster2
370,57,40,65,86,73,49,Hattrem,cluster0
510,57,90,95,136,103,29,Hatterene,cluster3
265,45,45,30,55,40,50,Impidimp,cluster2
370,65,60,45,75,55,70,Morgrem,cluster0
510,95,120,65,95,75,60,Grimmsnarl,cluster1
520,93,90,101,60,81,95,Obstagoon,cluster1
440,70,110,100,50,60,50,Perrserker,cluster1
510,60,95,50,145,130,30,Cursola,cluster3
507,62,135,95,68,82,65,Sirfetch'd,cluster1
520,80,85,75,110,100,70,Mr. Rime,cluster3
483,58,95,145,50,105,30,Runerigus,cluster1
270,45,40,40,50,61,34,Milcery,cluster2
495,65,60,75,110,121,64,Alcremie,ruido
470,65,100,100,70,60,75,Falinks,cluster1
435,48,101,95,91,85,15,Pincurchin,ruido
185,30,25,35,45,30,20,Snom,cluster2
475,70,65,60,125,90,65,Frosmoth,ruido
470,100,125,135,20,20,70,Stonjourner,cluster1
470,75,80,110,65,90,50,Eiscue Ice Face,ruido
475,60,65,55,105,95,95,Indeedee Male,ruido
436,58,95,58,70,58,97,Morpeko Full Belly Mode,cluster0
330,72,80,49,40,49,40,Cufant,cluster2
500,122,130,69,80,69,30,Copperajah,cluster1
505,90,100,90,80,70,75,Dracozolt,cluster1
505,90,100,90,90,80,55,Arctozolt,cluster1
505,90,90,100,70,80,75,Dracovish,cluster1
505,90,90,100,80,90,55,Arctovish,cluster1
535,70,95,115,120,50,85,Duraludon,cluster3
270,28,60,30,40,30,82,Dreepy,cluster2
410,68,80,50,60,50,102,Drakloak,cluster0
600,88,120,75,100,75,142,Dragapult,cluster3
660,92,120,115,80,115,138,Zacian Hero of Many Battles,cluster3
660,92,120,115,80,115,138,Zamazenta Hero of Many Battles,cluster3
690,140,85,95,145,95,130,Eternatus,cluster3
385,60,90,60,53,50,72,Kubfu,cluster0
550,100,130,100,63,60,97,Urshifu Single Strike Style,cluster1
600,105,120,105,70,95,105,Zarude,cluster1
580,80,100,50,100,50,200,Regieleki,cluster3
580,200,100,50,100,50,80,Regidrago,cluster3
580,100,145,130,65,110,30,Glastrier,cluster1
580,100,65,60,145,80,130,Spectrier,cluster3
500,100,80,80,80,80,80,Calyrex,cluster0
525,103,105,72,105,75,65,Wyrdeer,cluster3
500,70,135,95,45,70,85,Kleavor,cluster1
550,130,140,105,45,80,50,Ursaluna,cluster1
530,120,112,65,80,75,78,Basculegion Male,cluster1
510,80,130,60,40,80,120,Sneasler,cluster1
510,85,115,95,65,65,85,Overqwil,cluster1
580,74,115,70,135,80,106,Enamorus Incarnate Forme,cluster3
310,40,61,54,45,45,65,Sprigatito,cluster2
410,61,80,63,60,63,83,Floragato,cluster0
530,76,110,70,81,70,123,Meowscarada,cluster3
310,67,45,59,63,40,36,Fuecoco,cluster2
411,81,55,78,90,58,49,Crocalor,cluster0
530,104,75,100,110,75,66,Skeledirge,cluster3
310,55,65,45,50,45,50,Quaxly,cluster2
410,70,85,65,65,60,65,Quaxwell,cluster0
530,85,120,80,85,75,85,Quaquaval,cluster1
254,54,45,40,35,45,35,Lechonk,cluster2
489,110,100,75,59,80,65,Oinkologne Male,cluster1
210,35,41,45,29,40,20,Tarountula,cluster2
404,60,79,92,52,86,35,Spidops,cluster0
210,33,46,40,21,25,45,Nymble,cluster2
450,71,102,78,52,55,92,Lokix,cluster1
240,45,50,20,40,25,60,Pawmi,cluster2
350,60,75,40,50,40,85,Pawmo,cluster2
490,70,115,70,70,60,105,Pawmot,cluster1
305,50,50,45,40,45,75,Tandemaus,cluster2
470,74,75,70,65,75,111,Maushold Family of Four,cluster0
312,37,55,70,30,55,65,Fidough,cluster2
477,57,80,115,50,80,95,Dachsbun,cluster1
260,41,35,45,58,51,30,Smoliv,cluster2
354,52,53,60,78,78,33,Dolliv,ruido
510,78,69,90,125,109,39,Arboliva,cluster3
417,82,96,51,45,51,92,Squawkabilly Green Plumage,cluster0
280,55,55,75,35,35,25,Nacli,cluster2
355,60,60,100,35,65,35,Naclstack,cluster2
500,100,100,130,45,90,35,Garganacl,cluster1
255,40,50,40,50,40,35,Charcadet,cluster2
525,85,60,100,125,80,75,Armarouge,cluster3
525,75,125,80,60,100,85,Ceruledge,cluster1
272,61,31,41,59,35,45,Tadbulb,cluster2
495,109,64,91,103,83,45,Bellibolt,cluster0
280,40,40,35,55,40,70,Wattrel,cluster2
490,70,70,60,105,60,125,Kilowattrel,cluster3
340,60,78,60,40,51,51,Maschiff,cluster2
505,80,120,90,60,70,85,Mabosstiff,cluster1
290,40,65,35,40,35,75,Shroodle,cluster2
485,63,95,65,80,72,110,Grafaiai,cluster0
275,40,65,30,45,35,60,Bramblin,cluster2
480,55,115,70,80,70,90,Brambleghast,cluster1
335,40,40,35,50,100,70,Toedscool,cluster2
515,80,70,65,80,120,100,Toedscruel,ruido
450,70,100,115,35,55,75,Klawf,cluster1
304,50,62,40,62,40,50,Capsakid,cluster2
486,65,108,65,108,65,75,Scovillain,cluster3
270,41,50,60,31,58,30,Rellor,cluster2
470,75,50,85,115,100,45,Rabsca,cluster0
255,30,35,30,55,30,75,Flittle,cluster2
481,95,60,60,101,60,105,Espathra,cluster0
297,50,45,45,35,64,58,Tinkatink,cluster2
380,65,55,55,45,82,78,Tinkatuff,cluster0
506,85,75,77,70,105,94,Tinkaton,cluster0
245,10,55,25,35,25,95,Wiglett,cluster2
425,35,100,50,50,70,120,Wugtrio,cluster0
485,70,103,85,60,85,82,Bombirdier,cluster1
315,70,45,40,45,40,75,Finizen,cluster2
457,100,70,72,53,62,100,Palafin Zero Form,cluster0
300,45,70,63,30,45,47,Varoom,cluster2
500,80,119,90,54,67,90,Revavroom,cluster1
501,70,95,65,85,65,121,Cyclizar,cluster3
480,70,85,145,60,55,65,Orthworm,cluster1
350,48,35,42,105,60,60,Glimmet,ruido
525,83,55,90,130,81,86,Glimmora,cluster3
290,50,61,60,30,55,34,Greavard,cluster2
488,72,101,100,50,97,68,Houndstone,cluster1
500,82,115,74,75,64,90,Flamigo,cluster1
334,108,68,45,30,40,43,Cetoddle,cluster2
521,170,113,65,45,55,73,Cetitan,cluster1
478,90,102,73,78,65,70,Veluza,cluster1
530,150,100,115,65,65,35,Dondozo,cluster1
475,68,50,60,120,95,82,Tatsugiri Curly Form,ruido
535,110,115,80,50,90,90,Annihilape,cluster1
430,130,75,60,45,100,20,Clodsire,cluster0
520,120,90,70,110,70,60,Farigiraf,cluster3
520,125,100,80,85,75,55,Dudunsparce Two-Segment Form,cluster1
550,100,135,120,60,85,50,Kingambit,cluster1
570,115,131,131,53,53,87,Great Tusk,cluster1
570,115,65,99,65,115,111,Scream Tail,cluster3
570,111,127,99,79,99,55,Brute Bonnet,cluster1
570,55,55,55,135,135,135,Flutter Mane,cluster3
570,85,135,79,85,105,81,Slither Wing,ruido
570,85,81,97,121,85,101,Sandy Shocks,cluster3
570,90,112,120,72,70,106,Iron Treads,cluster1
570,56,80,114,124,60,136,Iron Bundle,cluster3
570,154,140,108,50,68,50,Iron Hands,cluster1
570,94,80,86,122,80,108,Iron Jugulis,cluster3
570,80,70,60,140,110,110,Iron Moth,cluster3
570,100,134,110,70,84,72,Iron Thorns,cluster1
320,65,75,45,35,45,55,Frigibax,cluster2
423,90,95,66,45,65,62,Arctibax,ruido
600,115,145,92,75,86,87,Baxcalibur,cluster1
300,45,30,70,75,70,10,Gimmighoul Chest Form,cluster2
550,87,60,95,133,91,84,Gholdengo,cluster3
570,85,85,100,95,135,70,Wo-Chien,cluster3
570,80,120,80,90,65,135,Chien-Pao,cluster3
570,155,110,125,55,80,45,Ting-Lu,cluster1
570,55,80,80,135,120,100,Chi-Yu,cluster3
590,105,139,71,55,101,119,Roaring Moon,cluster1
590,74,130,90,120,60,116,Iron Valiant,cluster3
670,100,135,115,85,100,135,Koraidon,cluster3
670,100,85,100,135,115,135,Miraidon,cluster3
590,99,83,91,125,83,109,Walking Wake,cluster3
590,90,130,88,70,108,104,Iron Leaves,cluster1
485,80,80,110,95,80,40,Dipplin,cluster0
308,40,45,45,74,54,50,Poltchageist,cluster2
508,71,60,106,121,80,70,Sinistcha,cluster3
555,88,128,115,58,86,80,Okidogi,cluster1
555,88,75,66,130,90,106,Munkidori,cluster3
555,88,91,82,70,125,99,Fezandipiti,ruido
550,80,120,84,60,96,110,Ogerpon Teal Mask,cluster1
600,90,105,130,125,65,85,Archaludon,cluster3
540,106,80,110,120,80,44,Hydrapple,cluster3
590,105,115,121,65,93,91,Gouging Fire,cluster1
590,125,73,91,137,89,75,Raging Bolt,cluster3
590,90,120,80,68,108,124,Iron Boulder,ruido
590,90,72,100,122,108,98,Iron Crown,cluster3
450,90,65,85,65,85,60,Terapagos Normal Form,cluster0
600,88,88,160,88,88,88,Pecharunt,ruido
